record_id,employee_alias,department,input_text,category,source_id,score,status,reviewer_action,audit_timestamp
HR-1462,EMP-721,Finance,There should be better communication between departments,Communication,SRC-1381,0.73,Pending,None,2026-08-19 17:15:18
HR-1463,EMP-524,HR,Managers should communicate expectations clearly,Management,SRC-5213,0.63,Pending,None,2026-08-16 00:35:18
HR-1464,EMP-654,IT,Work pressure is increasing,Workload,SRC-2468,0.66,Pending,None,2026-08-30 00:57:18
HR-1465,EMP-794,IT,I don't know,Unclear,SRC-3973,0.21,Pending,None,2026-08-14 03:59:18
HR-1466,EMP-405,Sales,Maybe some changes are needed,Unclear,SRC-7763,0.51,Pending,None,2026-08-23 05:49:18
HR-1467,EMP-484,Customer Support,Important information is not shared on time,Communication,SRC-4925,0.89,Pending,None,2026-09-07 04:12:18
HR-1468,EMP-342,Sales,Hard work should be recognized,Recognition,SRC-2885,0.7,Pending,None,2026-08-25 23:48:18
HR-1469,EMP-575,Marketing,The workplace environment is comfortable,Work Environment,SRC-7676,0.84,Pending,None,2026-08-12 08:26:18
HR-1470,EMP-375,Marketing,More training opportunities are needed,Career Growth,SRC-5035,0.89,Pending,None,2026-09-10 03:46:18
HR-1471,EMP-904,IT,The workplace facilities are good,Work Environment,SRC-2374,0.92,Pending,None,2026-09-03 06:42:18
HR-1472,EMP-308,Customer Support,Leadership can improve employee support,Management,SRC-3755,0.9,Pending,None,2026-09-04 23:13:18
HR-1473,EMP-533,Marketing,There should be better communication between departments,Communication,SRC-5739,0.85,Pending,None,2026-08-19 02:55:18
HR-1474,EMP-100,HR,We need a better working environment,Work Environment,SRC-5110,0.92,Pending,None,2026-08-28 19:19:18
HR-1475,EMP-459,Customer Support,Employees deserve more recognition,Recognition,SRC-5609,0.62,Pending,None,2026-09-04 19:28:18
HR-1476,EMP-676,HR,The workplace environment is comfortable,Work Environment,SRC-3288,0.88,Pending,None,2026-08-24 05:20:18
HR-1477,EMP-999,Sales,We need better employee appreciation,Recognition,SRC-6613,0.84,Pending,None,2026-09-01 02:35:18
HR-1478,EMP-379,IT,We need better support from managers,Management,SRC-4450,0.77,Pending,None,2026-09-07 18:55:18
HR-1479,EMP-436,HR,The workload is too high,Workload,SRC-8807,0.6,Pending,None,2026-08-11 22:33:18
HR-1480,EMP-788,IT,There should be clearer promotion opportunities,Career Growth,SRC-7435,0.8,Pending,None,2026-09-10 01:05:18
HR-1481,EMP-766,HR,Compensation should reflect responsibilities,Compensation,SRC-3022,0.73,Pending,None,2026-08-28 15:12:18
HR-1482,EMP-947,Marketing,The workload is too high,Workload,SRC-3044,0.78,Pending,None,2026-08-20 06:53:18
HR-1483,EMP-555,HR,Teams should communicate more clearly,Communication,SRC-6862,0.67,Pending,None,2026-09-08 10:08:18
HR-1484,EMP-740,Finance,Too many tasks are assigned at once,Workload,SRC-9090,0.97,Pending,None,2026-08-13 04:17:18
HR-1485,EMP-387,Sales,More professional development would help,Career Growth,SRC-4425,0.6,Pending,None,2026-09-09 13:26:18
HR-1486,EMP-505,HR,Employees deserve more recognition,Recognition,SRC-9093,0.66,Pending,None,2026-08-20 07:44:18
HR-1487,EMP-775,Operations,More professional development would help,Career Growth,SRC-3875,0.62,Pending,None,2026-08-17 08:10:18
HR-1488,EMP-863,HR,Manager,Unclear,SRC-4734,0.51,Pending,None,2026-08-23 23:44:18
HR-1489,EMP-296,Customer Support,More professional development would help,Career Growth,SRC-5143,0.86,Pending,None,2026-09-01 03:54:18
HR-1490,EMP-102,Sales,More training opportunities are needed,Career Growth,SRC-6292,0.76,Pending,None,2026-08-30 00:31:18
HR-1491,EMP-380,HR,The workplace facilities are good,Work Environment,SRC-6922,0.8,Pending,None,2026-08-13 11:34:18
HR-1492,EMP-838,IT,No clear opinion,Unclear,SRC-9723,0.36,Pending,None,2026-08-11 17:44:18
HR-1493,EMP-501,IT,Employees should be appreciated more,Recognition,SRC-4696,0.97,Pending,None,2026-08-30 19:01:18
HR-1494,EMP-176,IT,We need better support from managers,Management,SRC-2029,0.84,Pending,None,2026-08-15 21:45:18
HR-1495,EMP-128,Sales,We need regular team updates,Communication,SRC-6477,0.92,Pending,None,2026-08-22 18:03:18
HR-1496,EMP-210,Sales,Managers should give more feedback,Management,SRC-6465,0.8,Pending,None,2026-08-22 06:41:18
HR-1497,EMP-174,Customer Support,The workplace environment is comfortable,Work Environment,SRC-8314,0.82,Pending,None,2026-08-15 09:31:18
HR-1498,EMP-162,HR,Salary structure could be improved,Compensation,SRC-3089,0.62,Pending,None,2026-08-31 14:47:18
HR-1499,EMP-156,Finance,The workplace environment is comfortable,Work Environment,SRC-2668,0.86,Pending,None,2026-09-05 22:57:18
HR-1500,EMP-153,Finance,The workplace environment is comfortable,Work Environment,SRC-7735,0.69,Pending,None,2026-09-07 18:59:18
